ada4f35f85ae4a0f1366db878447cad949c2be90,DELETE,regular-file,testTF/terraform.tfstate,182,
dd9fc3bdc8786a31170a7db8e84a325f386bb4e8,DELETE,regular-file,testTF/terraform.tfstate.backup,28855,
